OBJECTID,LineKey,RecKey,DateModified,FormType,FormDate,Observer,Recorder,DataEntry,DataErrorChecking,SpecRichMethod,SpecRichMeasure,SpecRichNbrSubPlots,SpecRich1Container,SpecRich1Shape,SpecRich1Dim1,SpecRich1Dim2,SpecRich1Area,SpecRich2Container,SpecRich2Shape,SpecRich2Dim1,SpecRich2Dim2,SpecRich2Area,SpecRich3Container,SpecRich3Shape,SpecRich3Dim1,SpecRich3Dim2,SpecRich3Area,SpecRich4Container,SpecRich4Shape,SpecRich4Dim1,SpecRich4Dim2,SpecRich4Area,SpecRich5Container,SpecRich5Shape,SpecRich5Dim1,SpecRich5Dim2,SpecRich5Area,SpecRich6Container,SpecRich6Shape,SpecRich6Dim1,SpecRich6Dim2,SpecRich6Area,Notes,DateLoadedInDb,PrimaryKey,DBKey,created_user,created_date,last_edited_user,last_edited_date,GlobalID
57998,1507011506577426,1507011620381058,7/1/2015 16:21:08,SpecRich,7/1/2015 0:00:00,Garrett Rotert,Josh Logsdon,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15070115065570822015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:15,{1E80397F-8535-441B-9BBF-53310684A9C5}
57999,1507011621474999,1507011721382240,7/1/2015 17:26:01,SpecRich,7/1/2015 0:00:00,Josh Logsdon,Garrett Rotert,Garrett Rotert,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15070116214517692015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:15,{2001DDF1-1098-48C5-BD49-018EC8BDDD20}
58026,1507201741168394,150720183646255,9/29/2015 15:18:33,SpecRich,7/20/2015 0:00:00,Josh Logsdon,Garrett Rotert,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15072017411597872015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:18,{FB24DAB6-C455-4E7B-896B-71683D5E1D37}
58027,1507201842205183,1507201946449166,10/13/2015 14:58:35,SpecRich,7/20/2015 0:00:00,Josh Logsdon,Garrett Rotert,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,1507201842135732015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:18,{5D124401-CF46-4E6C-8FC9-DD51E8007CAE}
58029,1507211823099990,1507211921009536,9/29/2015 15:18:49,SpecRich,7/16/2015 0:00:00,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15072118230793402015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:18,{DE169014-FCBA-4579-96EC-387E093848FF}
58030,1507221745591854,1507221902165623,9/29/2015 14:11:19,SpecRich,7/22/2015 0:00:00,Garrett Rotert,Josh Logsdon,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15072217455793352015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:18,{F2A2B235-71A6-47CF-BA0C-3A45E41C2A33}
58074,1607081113227835,1612211128594455,12/21/2016 11:30:47,SpecRich,6/28/2016 0:00:00,Ricci Simmons,Ricci Simmons,Ricci Simmons,Ricci Simmons,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2016-09-01,16070811131928932016-09-01,DIMA 5.0 CO_NWD_LSFO_2016.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:22:21,{133F413F-9EE4-42B4-8CFA-03C8F5658132}
58168,1506241932108618,1506301957139167,6/30/2015 19:59:07,SpecRich,6/30/2015 0:00:00,Garrett Rotert,Josh Logsdon,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,1506241932073162015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:20:38,{68B16D46-1693-424B-A8A5-7D2789265F11}
58169,1506301816021836,1506301959185857,6/30/2015 20:00:50,SpecRich,6/23/2015 0:00:00,Josh Logsdon,Garrett Rotert,,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15063018160041252015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:20:38,{B49D2913-ECE5-4ADC-B7A9-402087FC558E}
58170,1507221902515463,1507222041068865,7/22/2015 20:42:29,SpecRich,7/21/2015 0:00:00,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15072219024972882015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:20:38,{C732237A-C0A6-4954-9511-1B4A0DBE98F2}
58172,1507230800451360,1507230910407861,9/29/2015 15:19:03,SpecRich,7/23/2015 0:00:00,Garrett Rotert,Josh Logsdon,Garrett Rotert,,1,1,6,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2015-09-01,15072308002739522015-09-01,TravelingAIMcrew 2015 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:20:38,{222826C5-7FCC-4F0D-B069-B89C0964B266}
59902,1707121413143539,1709211151128760,10/19/2017 13:59:23,SpecRich,7/7/2017 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2017-09-01,17071214131375562017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,9/12/2018 20:22:40,DBROWNING,9/12/2018 20:22:40,{7C2C1F63-8056-463C-859C-45512FCDB22C}
60860,1707200710243603,1709211217537254,10/19/2017 14:00:07,SpecRich,7/17/2017 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2017-09-01,17072007102224272017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,9/12/2018 20:22:40,DBROWNING,9/12/2018 20:22:40,{5673DB06-F257-4D81-A217-1688E44CEBFC}
61649,1710031031184974,1710031144031900,10/19/2017 14:08:18,SpecRich,8/15/2017 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2017-09-01,17100310311740282017-09-01,CO_NorthwestDOGrandJunctionFO_LUP_2017_5-2a_01.mdb,DBROWNING,9/12/2018 20:22:40,DBROWNING,9/12/2018 20:22:40,{9A877B82-517F-4623-820A-05DD2D09D92E}
63888,1608240921581658,160824114618431,10/17/2016 20:27:07,SpecRich,8/24/2016 0:00:00,Heather Stewart,Coryna Hebert,Heather Stewart,Heather Stewart,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2016-09-01,16082409215799052016-09-01,DIMA 5.1 CO_NWD_WRFO_2016.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:26:31,{5B4213BE-1403-40D4-A1E8-B51D9298202C}
64779,160825074544111,1608250958406894,11/21/2016 13:12:05,SpecRich,8/25/2016 0:00:00,Amy Birtwistle,Amy Birtwistle,Elijah Lowry,Elijah Lowry,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2016-09-01,16082507454283392016-09-01,DIMA_CO_NWD_KFO_2016 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:28:10,{B6E3DF30-FAE3-4670-9AA3-09E88F4D854E}
64781,160908100717551,1609081220478414,11/21/2016 13:14:37,SpecRich,9/8/2016 0:00:00,Nikolas Appelt,Elijah Lowry,Elijah Lowry,Elijah Lowry,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2016-09-01,16090810071562932016-09-01,DIMA_CO_NWD_KFO_2016 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:28:10,{B124D431-13AE-4FA4-844B-9979CF19036D}
64799,1608241013556318,1610271630446479,11/21/2016 13:14:25,SpecRich,8/24/2016 0:00:00,Nikolas Appelt,Amy Birtwistle,Elijah Lowry,Elijah Lowry,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2016-09-01,16082410135362892016-09-01,DIMA_CO_NWD_KFO_2016 5.0.mdb,DBROWNING,9/12/2018 20:22:40,SBURNETT,7/22/2020 17:28:12,{70CBC900-922D-4CF5-B185-DEA61588FF3F}
68492,1808020100336902,1808080804155330,9/11/2018 13:59:51,SpecRich,8/6/2018 0:00:00,Jennifer Herrera,Jennifer Herrera,Jennifer Herrera,Rachel Miller,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2018-09-01,18080201003235622018-09-01,CO_GunnisonFO_LUP_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{FCF566EF-67B6-4014-9A8C-9E944BE0215C}
68512,1808011546103143,1808160949257374,6/10/2019 9:36:15,SpecRich,7/16/2018 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2018-09-01,1808011546097972018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{3E1F51AE-6D39-41B0-B5F2-083B5ABF1DE2}
68519,1809101048151237,1809101119118884,6/10/2019 9:38:07,SpecRich,7/30/2018 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2018-09-01,18091010481462052018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{C908F040-9CC1-4AAA-955F-665C0D899DD7}
68520,1807261442335773,1809101330022953,9/10/2018 13:33:29,SpecRich,7/18/2018 0:00:00,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,Jordyn Blatt,4,1,1,1,2,30.000000000000000,30.000000000000000,2827.399902340000153,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,0.500000000000000,2.000000000000000,1.000000000000000,0,1,2.000000000000000,5.000000000000000,10.000000000000000,1,1,10.000000000000000,30.000000000000000,300.000000000000000,,2018-09-01,18072614423149662018-09-01,CO_NorthwestDO_GrandJunctionFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{DC2C68A2-1D7A-47CD-9DF4-D45A768FB7F7}
68849,1806011233015195,1806041401419812,10/31/2018 10:56:43,SpecRich,6/5/2018 0:00:00,Meredith Talbert,Nathaniel Winkler,Madison Morales,Nathaniel Winkler,3,1,1,1,2,30.000000000000000,2.000000000000000,2827.431152340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2018-09-01,18060112325639732018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{5666309E-50C4-4773-933F-0D2F29AB94E0}
68850,1806011233514174,1806051550534538,10/29/2018 16:16:38,SpecRich,6/5/2018 0:00:00,Meredith Talbert,Meredith Talbert,Meredith Talbert,Nathaniel Winkler,3,1,1,1,2,30.000000000000000,2.000000000000000,2827.431152340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2018-09-01,18060112334513562018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{C528A36D-1729-4D32-879E-4117B328D843}
68851,18060112341940,1806061147577661,11/1/2018 13:32:01,SpecRich,6/6/2018 0:00:00,Meredith Talbert,Meredith Talbert,Meredith Talbert,,3,1,1,1,2,30.000000000000000,2.000000000000000,2827.431152340000153,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,0,1,0.000000000000000,0.000000000000000,0.000000000000000,,2018-09-01,18060112341327832018-09-01,CO_TresRiosFO_LUP_2018_5-3_02.mdb,DBROWNING,7/24/2019 16:37:34,DBROWNING,7/24/2019 16:37:34,{79A28856-E497-42AF-AFA0-C30AA0DCD403}
